,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
231,Altona,59 Bracken Gr,5,h,1525000.0,S,Greg,3/12/2016,13.8,3018.0,5.0,3.0,3.0,729.0,Hobsons Bay,-37.8721,144.8105,Western Metropolitan,5301.0
232,Altona,1/123 Blyth St,2,t,720000.0,S,hockingstuart,4/02/2016,13.8,3018.0,2.0,1.0,2.0,292.0,Hobsons Bay,-37.8687,144.8197,Western Metropolitan,5301.0
233,Altona,4 Blyth St,3,h,1120000.0,S,Barlow,4/03/2017,13.8,3018.0,3.0,1.0,2.0,506.0,Hobsons Bay,-37.8693,144.8375,Western Metropolitan,5301.0
234,Altona,20 Linnet St,4,h,780000.0,PI,Sweeney,4/06/2016,13.8,3018.0,4.0,1.0,4.0,655.0,Hobsons Bay,-37.868,144.8154,Western Metropolitan,5301.0
235,Altona,29 Rose St,4,h,1780000.0,SP,Greg,4/06/2016,13.8,3018.0,4.0,3.0,6.0,1057.0,Hobsons Bay,-37.8681,144.819,Western Metropolitan,5301.0
236,Altona,1/170 Blyth St,3,u,630000.0,S,Barlow,6/08/2016,13.8,3018.0,2.0,1.0,2.0,311.0,Hobsons Bay,-37.8702,144.8143,Western Metropolitan,5301.0
237,Altona,5/35 Grieve Pde,2,u,406000.0,SP,hockingstuart,6/08/2016,13.8,3018.0,2.0,1.0,1.0,65.0,Hobsons Bay,-37.8693,144.8171,Western Metropolitan,5301.0
238,Altona,156 Maidstone St,3,h,660000.0,VB,Greg,7/05/2016,13.8,3018.0,3.0,1.0,1.0,602.0,Hobsons Bay,-37.8616,144.8116,Western Metropolitan,5301.0
239,Altona,11 Keeshan Ct,3,h,683500.0,S,Greg,7/11/2016,13.8,3018.0,3.0,1.0,1.0,530.0,Hobsons Bay,-37.8594,144.817,Western Metropolitan,5301.0
241,Altona,1/136 Queen St,2,u,580000.0,S,Barlow,8/10/2016,13.8,3018.0,2.0,1.0,1.0,225.0,Hobsons Bay,-37.8696,144.827,Western Metropolitan,5301.0
242,Altona,173 Queen St,3,h,1335000.0,S,hockingstuart,8/10/2016,13.8,3018.0,3.0,1.0,4.0,777.0,Hobsons Bay,-37.8697,144.8249,Western Metropolitan,5301.0
243,Altona,1/265 Queen St,3,t,800000.0,SP,hockingstuart,8/10/2016,13.8,3018.0,3.0,2.0,2.0,280.0,Hobsons Bay,-37.8734,144.8143,Western Metropolitan,5301.0
244,Altona,3/26 Grieve Pde,2,u,510000.0,S,Village,10/09/2016,13.8,3018.0,2.0,1.0,1.0,127.0,Hobsons Bay,-37.8686,144.8182,Western Metropolitan,5301.0
245,Altona,261 Queen St,4,h,1070000.0,S,Barlow,10/09/2016,13.8,3018.0,4.0,2.0,2.0,695.0,Hobsons Bay,-37.8733,144.8147,Western Metropolitan,5301.0
246,Altona,4/5 Rose St,2,u,425000.0,S,hockingstuart,10/09/2016,13.8,3018.0,2.0,1.0,2.0,115.0,Hobsons Bay,-37.871,144.8185,Western Metropolitan,5301.0
247,Altona,1/60 David St,3,u,605000.0,S,Jas,10/12/2016,13.8,3018.0,3.0,2.0,2.0,230.0,Hobsons Bay,-37.8646,144.827,Western Metropolitan,5301.0
248,Altona,1A Merritt Ct,3,t,705000.0,S,hockingstuart,11/02/2017,13.8,3018.0,3.0,2.0,2.0,197.0,Hobsons Bay,-37.8579,144.8181,Western Metropolitan,5301.0
249,Altona,4/31 Millers Rd,2,u,391000.0,SP,Greg,11/02/2017,13.8,3018.0,2.0,1.0,1.0,0.0,Hobsons Bay,-37.8678,144.8384,Western Metropolitan,5301.0
250,Altona,111/112 Pier St,2,u,440000.0,SP,hockingstuart,11/02/2017,13.8,3018.0,2.0,1.0,1.0,0.0,Hobsons Bay,-37.8659,144.83100000000002,Western Metropolitan,5301.0
251,Altona,24 Wren St,4,h,845000.0,S,hockingstuart,11/02/2017,13.8,3018.0,4.0,1.0,2.0,745.0,Hobsons Bay,-37.8658,144.8155,Western Metropolitan,5301.0
253,Altona,1/152 Blyth St,3,t,743000.0,SP,Gunn&Co,12/11/2016,13.8,3018.0,3.0,2.0,2.0,211.0,Hobsons Bay,-37.8698,144.816,Western Metropolitan,5301.0
255,Altona,4/57 Blyth St,3,u,730000.0,SP,Barlow,13/08/2016,13.8,3018.0,3.0,2.0,1.0,69.0,Hobsons Bay,-37.868,144.8286,Western Metropolitan,5301.0
257,Altona,164 Maidstone St,3,h,635000.0,S,Sweeney,14/05/2016,13.8,3018.0,3.0,1.0,4.0,625.0,Hobsons Bay,-37.8611,144.8114,Western Metropolitan,5301.0
258,Altona,3/25 Rayner St,2,u,620000.0,SP,hockingstuart,14/05/2016,13.8,3018.0,2.0,1.0,1.0,168.0,Hobsons Bay,-37.8676,144.8202,Western Metropolitan,5301.0
259,Altona,3/46 Sargood St,2,u,447000.0,S,Burnham,15/10/2016,13.8,3018.0,2.0,1.0,1.0,137.0,Hobsons Bay,-37.8655,144.8299,Western Metropolitan,5301.0
260,Altona,1/57 Blyth St,3,u,730000.0,SP,Barlow,16/04/2016,13.8,3018.0,3.0,2.0,1.0,70.0,Hobsons Bay,-37.868,144.8287,Western Metropolitan,5301.0
261,Altona,22 Fenfield St,3,h,678000.0,S,hockingstuart,16/04/2016,13.8,3018.0,3.0,1.0,2.0,606.0,Hobsons Bay,-37.8608,144.8124,Western Metropolitan,5301.0
262,Altona,5/8 David St,2,u,580000.0,PI,Biggin,16/07/2016,13.8,3018.0,2.0,2.0,1.0,175.0,Hobsons Bay,-37.8687,144.8268,Western Metropolitan,5301.0
263,Altona,1/28 Seves St,3,h,712000.0,S,hockingstuart,17/09/2016,13.8,3018.0,3.0,1.0,2.0,363.0,Hobsons Bay,-37.8674,144.8375,Western Metropolitan,5301.0
264,Altona,27 McIntyre Dr,3,h,840000.0,SP,Greg,18/03/2017,13.8,3018.0,3.0,2.0,2.0,534.0,Hobsons Bay,-37.86,144.8245,Western Metropolitan,5301.0
265,Altona,4 Boyd St,3,h,980000.0,S,Barlow,19/11/2016,13.8,3018.0,3.0,1.0,2.0,724.0,Hobsons Bay,-37.8672,144.817,Western Metropolitan,5301.0
267,Altona,12 Spear Ct,3,t,605100.0,S,hockingstuart,22/05/2016,13.8,3018.0,3.0,2.0,0.0,265.0,Hobsons Bay,-37.8583,144.8172,Western Metropolitan,5301.0
268,Altona,185 Queen St,3,h,880000.0,PI,Barlow,22/08/2016,13.8,3018.0,3.0,3.0,1.0,577.0,Hobsons Bay,-37.8699,144.8235,Western Metropolitan,5301.0
269,Altona,3/20 Mulga St,3,u,577000.0,S,Williams,23/04/2016,13.8,3018.0,3.0,2.0,1.0,205.0,Hobsons Bay,-37.8684,144.815,Western Metropolitan,5301.0
271,Altona,51 Millers Rd,4,h,1030000.0,S,Barlow,25/02/2017,13.8,3018.0,4.0,1.0,0.0,797.0,Hobsons Bay,-37.8663,144.8387,Western Metropolitan,5301.0
272,Altona,2/119 Railway St N,3,u,605000.0,S,Barlow,25/02/2017,13.8,3018.0,3.0,1.0,2.0,181.0,Hobsons Bay,-37.8659,144.822,Western Metropolitan,5301.0
275,Altona,24 McIntyre Dr,3,h,753000.0,S,Barlow,27/06/2016,13.8,3018.0,3.0,2.0,2.0,529.0,Hobsons Bay,-37.8612,144.8247,Western Metropolitan,5301.0
276,Altona,104 Maidstone St,2,h,857000.0,SP,hockingstuart,27/11/2016,13.8,3018.0,2.0,2.0,1.0,675.0,Hobsons Bay,-37.8653,144.8129,Western Metropolitan,5301.0
277,Altona,49 Bent St,3,h,1500000.0,S,Barlow,28/05/2016,13.8,3018.0,3.0,1.0,1.0,929.0,Hobsons Bay,-37.8651,144.832,Western Metropolitan,5301.0
278,Altona,5/57 Blyth St,3,u,730000.0,SP,Barlow,28/05/2016,13.8,3018.0,3.0,2.0,1.0,70.0,Hobsons Bay,-37.868,144.8285,Western Metropolitan,5301.0
279,Altona,15 Kookaburra St,3,h,900000.0,S,Sweeney,28/05/2016,13.8,3018.0,3.0,1.0,4.0,697.0,Hobsons Bay,-37.871,144.8075,Western Metropolitan,5301.0
280,Altona,219 Civic Pde,3,h,740000.0,S,Greg,28/08/2016,13.8,3018.0,3.0,1.0,2.0,604.0,Hobsons Bay,-37.8631,144.8195,Western Metropolitan,5301.0
281,Altona,3 Curtin Ct,4,h,931000.0,S,Sweeney,28/08/2016,13.8,3018.0,4.0,2.0,3.0,532.0,Hobsons Bay,-37.8637,144.8365,Western Metropolitan,5301.0
282,Altona,2/60 David St,2,h,535600.0,SP,Compton,30/07/2016,13.8,3018.0,2.0,1.0,1.0,154.0,Hobsons Bay,-37.8646,144.8272,Western Metropolitan,5301.0
284,Altona North,45 Hearn St,5,h,1085000.0,S,FN,3/09/2016,11.1,3025.0,5.0,3.0,6.0,592.0,Hobsons Bay,-37.8388,144.8567,Western Metropolitan,5132.0
285,Altona North,4 Knapp St,3,h,781000.0,S,Jas,3/09/2016,11.1,3025.0,3.0,1.0,2.0,533.0,Hobsons Bay,-37.8291,144.835,Western Metropolitan,5132.0
288,Altona North,21 Hatherley Gr,3,h,750000.0,SP,Jas,4/03/2017,11.1,3025.0,3.0,1.0,3.0,554.0,Hobsons Bay,-37.8449,144.85,Western Metropolitan,5132.0
289,Altona North,3/66 Marion St,2,t,421000.0,S,hockingstuart,4/03/2017,11.1,3025.0,2.0,1.0,1.0,77.0,Hobsons Bay,-37.8351,144.8529,Western Metropolitan,5132.0
290,Altona North,153 Mills St,3,h,1405000.0,S,Sweeney,4/03/2017,11.1,3025.0,3.0,1.0,3.0,655.0,Hobsons Bay,-37.8338,144.8562,Western Metropolitan,5132.0
292,Altona North,33 Carthy St,3,h,683000.0,S,FN,4/06/2016,11.1,3025.0,3.0,1.0,2.0,534.0,Hobsons Bay,-37.8284,144.8355,Western Metropolitan,5132.0
294,Altona North,16 Harris St,3,h,623000.0,S,Sweeney,4/06/2016,11.1,3025.0,3.0,1.0,3.0,540.0,Hobsons Bay,-37.8267,144.8368,Western Metropolitan,5132.0
295,Altona North,1/5 Little St,3,h,720000.0,VB,Greg,6/08/2016,11.1,3025.0,3.0,2.0,1.0,0.0,Hobsons Bay,-37.8379,144.8583,Western Metropolitan,5132.0
299,Altona North,1/95 Mills St,3,h,588000.0,S,Williams,7/05/2016,11.1,3025.0,3.0,1.0,1.0,328.0,Hobsons Bay,-37.838,144.8555,Western Metropolitan,5132.0
301,Altona North,5 Binns St,3,h,710000.0,PI,Village,7/11/2016,11.1,3025.0,3.0,1.0,3.0,540.0,Hobsons Bay,-37.8294,144.8378,Western Metropolitan,5132.0
306,Altona North,25 Allan St,4,h,875000.0,SP,Jas,8/10/2016,11.1,3025.0,3.0,1.0,4.0,559.0,Hobsons Bay,-37.8448,144.8529,Western Metropolitan,5132.0
310,Altona North,21 Hatherley Gr,3,h,700000.0,VB,Jas,10/12/2016,11.1,3025.0,3.0,1.0,3.0,554.0,Hobsons Bay,-37.8449,144.85,Western Metropolitan,5132.0
313,Altona North,1/256 Mason St,2,t,640000.0,S,Williams,11/03/2017,11.1,3025.0,2.0,1.0,1.0,252.0,Hobsons Bay,-37.8397,144.8602,Western Metropolitan,5132.0
314,Altona North,21 Allan St,4,h,650000.0,SP,Williams,12/06/2016,11.1,3025.0,4.0,1.0,4.0,558.0,Hobsons Bay,-37.8451,144.8529,Western Metropolitan,5132.0
321,Altona North,2/36 May St,3,h,675000.0,S,hockingstuart,14/05/2016,11.1,3025.0,3.0,2.0,2.0,171.0,Hobsons Bay,-37.8337,144.8554,Western Metropolitan,5132.0
322,Altona North,11 Beevers St,3,h,708000.0,S,Greg,15/10/2016,11.1,3025.0,3.0,1.0,2.0,585.0,Hobsons Bay,-37.8258,144.8523,Western Metropolitan,5132.0
325,Altona North,10 Murphy St,4,h,965000.0,SP,Gunn&Co,15/10/2016,11.1,3025.0,4.0,1.0,4.0,851.0,Hobsons Bay,-37.8345,144.8444,Western Metropolitan,5132.0
334,Altona North,16 Beevers St,3,h,680000.0,S,Sweeney,19/11/2016,11.1,3025.0,3.0,1.0,3.0,551.0,Hobsons Bay,-37.8254,144.8514,Western Metropolitan,5132.0
337,Altona North,21 Neal Ct,3,h,770000.0,SP,hockingstuart,19/11/2016,11.1,3025.0,3.0,1.0,3.0,602.0,Hobsons Bay,-37.8327,144.8451,Western Metropolitan,5132.0
338,Altona North,31 Duosa Rd,3,h,923000.0,S,Greg,22/05/2016,11.1,3025.0,3.0,1.0,2.0,740.0,Hobsons Bay,-37.8269,144.8455,Western Metropolitan,5132.0
339,Altona North,252 Millers Rd,4,h,693000.0,SP,Raine&Horne,22/05/2016,11.1,3025.0,4.0,2.0,4.0,315.0,Hobsons Bay,-37.8391,144.8467,Western Metropolitan,5132.0
340,Altona North,1/156 Chambers Rd,3,h,620000.0,SP,Hunter,22/08/2016,11.1,3025.0,5.0,2.0,2.0,276.0,Hobsons Bay,-37.8262,144.8443,Western Metropolitan,5132.0
342,Altona North,2 Gadsden St,3,h,728500.0,S,Jas,22/08/2016,11.1,3025.0,3.0,1.0,1.0,531.0,Hobsons Bay,-37.8277,144.8385,Western Metropolitan,5132.0
343,Altona North,24 Hansen St,3,h,931000.0,S,hockingstuart,22/08/2016,11.1,3025.0,3.0,2.0,1.0,590.0,Hobsons Bay,-37.8382,144.8649,Western Metropolitan,5132.0
344,Altona North,4 Prismall St,3,h,988000.0,S,Sweeney,22/08/2016,11.1,3025.0,3.0,1.0,4.0,715.0,Hobsons Bay,-37.8423,144.8632,Western Metropolitan,5132.0
346,Altona North,122 McIntosh Rd,3,h,590000.0,S,Village,23/04/2016,11.1,3025.0,3.0,1.0,2.0,561.0,Hobsons Bay,-37.8444,144.8491,Western Metropolitan,5132.0
347,Altona North,35 May St,2,h,610000.0,S,RT,24/09/2016,11.1,3025.0,2.0,1.0,2.0,691.0,Hobsons Bay,-37.834,144.8553,Western Metropolitan,5132.0
349,Altona North,6 Hill St,3,h,815000.0,S,hockingstuart,25/02/2017,11.1,3025.0,3.0,2.0,3.0,555.0,Hobsons Bay,-37.8318,144.8388,Western Metropolitan,5132.0
350,Altona North,84 May St,4,h,970000.0,S,Greg,25/02/2017,11.1,3025.0,4.0,1.0,2.0,708.0,Hobsons Bay,-37.833,144.8494,Western Metropolitan,5132.0
353,Altona North,155 Chambers Rd,4,h,760000.0,S,Hunter,27/06/2016,11.1,3025.0,4.0,1.0,3.0,668.0,Hobsons Bay,-37.8262,144.8439,Western Metropolitan,5132.0
355,Altona North,268d Mason St,4,t,847500.0,S,RT,27/06/2016,11.1,3025.0,4.0,3.0,1.0,252.0,Hobsons Bay,-37.8393,144.8568,Western Metropolitan,5132.0
356,Altona North,5 Cresser St,4,h,1200000.0,SP,RT,27/11/2016,11.1,3025.0,4.0,1.0,4.0,633.0,Hobsons Bay,-37.8375,144.8541,Western Metropolitan,5132.0
359,Altona North,107 McIntosh Rd,3,h,700000.0,SP,Hunter,27/11/2016,11.1,3025.0,3.0,1.0,1.0,557.0,Hobsons Bay,-37.8441,144.8505,Western Metropolitan,5132.0
360,Altona North,10 Knapp St,3,h,625000.0,PI,Hunter,28/05/2016,11.1,3025.0,3.0,1.0,1.0,536.0,Hobsons Bay,-37.8285,144.8351,Western Metropolitan,5132.0
361,Altona North,4/221 Blackshaws Rd,2,u,292000.0,S,Jas,28/08/2016,11.1,3025.0,2.0,1.0,1.0,153.0,Hobsons Bay,-37.8332,144.8649,Western Metropolitan,5132.0
365,Armadale,8/19 Mercer Rd,2,u,599000.0,S,Jellis,3/09/2016,6.3,3143.0,2.0,1.0,1.0,0.0,Stonnington,-37.8543,145.0262,Southern Metropolitan,4836.0
366,Armadale,1/42 Adelaide St,2,u,550000.0,VB,Noel,3/12/2016,6.3,3143.0,2.0,1.0,0.0,861.0,Stonnington,-37.8539,145.0284,Southern Metropolitan,4836.0
367,Armadale,14/71 Denbigh Rd,3,u,995000.0,S,Marshall,3/12/2016,6.3,3143.0,3.0,2.0,2.0,0.0,Stonnington,-37.8552,145.016,Southern Metropolitan,4836.0
368,Armadale,4/769 High St,3,t,1205000.0,S,Jellis,3/12/2016,6.3,3143.0,3.0,2.0,2.0,101.0,Stonnington,-37.854,145.0135,Southern Metropolitan,4836.0
371,Armadale,7 Llaneast St,3,h,1939000.0,S,Jellis,3/12/2016,6.3,3143.0,3.0,2.0,2.0,296.0,Stonnington,-37.8614,145.0274,Southern Metropolitan,4836.0
372,Armadale,9/55 Northcote Rd,1,u,421500.0,S,Biggin,3/12/2016,6.3,3143.0,1.0,1.0,0.0,0.0,Stonnington,-37.853,145.0167,Southern Metropolitan,4836.0
375,Armadale,28 Cambridge St,3,h,1870000.0,S,Hodges,4/03/2017,6.3,3143.0,3.0,1.0,1.0,217.0,Stonnington,-37.8592,145.0182,Southern Metropolitan,4836.0
377,Armadale,3/16 Fulton St,2,u,678000.0,S,hockingstuart,4/03/2017,6.3,3143.0,2.0,1.0,2.0,0.0,Stonnington,-37.8538,145.0127,Southern Metropolitan,4836.0
380,Armadale,3/20 Mercer Rd,3,t,1918000.0,SP,Jellis,4/03/2017,6.3,3143.0,3.0,2.0,2.0,0.0,Stonnington,-37.8537,145.0267,Southern Metropolitan,4836.0
382,Armadale,1/77 Wattletree Rd,2,u,660000.0,SP,hockingstuart,4/03/2017,6.3,3143.0,2.0,1.0,1.0,0.0,Stonnington,-37.8619,145.0257,Southern Metropolitan,4836.0
383,Armadale,12 Willis St,3,h,2050000.0,S,Marshall,4/03/2017,6.3,3143.0,3.0,2.0,1.0,205.0,Stonnington,-37.8574,145.0281,Southern Metropolitan,4836.0
386,Armadale,8/71 Denbigh Rd,2,u,700000.0,VB,Jellis,4/06/2016,6.3,3143.0,2.0,1.0,2.0,0.0,Stonnington,-37.8552,145.016,Southern Metropolitan,4836.0
387,Armadale,11/17 Myamyn St,2,u,3625000.0,S,Jellis,4/06/2016,6.3,3143.0,3.0,2.0,2.0,0.0,Stonnington,-37.8555,145.0291,Southern Metropolitan,4836.0
388,Armadale,526 Orrong Rd,4,h,3000000.0,VB,Jellis,4/06/2016,6.3,3143.0,4.0,2.0,2.0,1581.0,Stonnington,-37.858000000000004,145.0111,Southern Metropolitan,4836.0
390,Armadale,553 Dandenong Rd,5,h,1525000.0,PI,Jellis,7/05/2016,6.3,3143.0,8.0,2.0,2.0,693.0,Stonnington,-37.8638,145.0229,Southern Metropolitan,4836.0
392,Armadale,9/19 Mercer Rd,3,u,735000.0,PI,Marshall,7/05/2016,6.3,3143.0,3.0,2.0,1.0,2113.0,Stonnington,-37.8543,145.0262,Southern Metropolitan,4836.0
393,Armadale,6/26 Mercer Rd,2,u,825000.0,S,Jellis,7/05/2016,6.3,3143.0,2.0,1.0,1.0,0.0,Stonnington,-37.8528,145.0268,Southern Metropolitan,4836.0
394,Armadale,538a Orrong Rd,3,t,1586000.0,S,RT,7/05/2016,6.3,3143.0,2.0,2.0,2.0,246.0,Stonnington,-37.8566,145.0116,Southern Metropolitan,4836.0
399,Armadale,18/41 Kooyong Rd,2,u,645000.0,S,Marshall,8/10/2016,6.3,3143.0,3.0,1.0,1.0,0.0,Stonnington,-37.8596,145.0198,Southern Metropolitan,4836.0
400,Armadale,10 William St,1,h,1435000.0,SP,Jellis,8/10/2016,6.3,3143.0,2.0,2.0,1.0,144.0,Stonnington,-37.8564,145.0228,Southern Metropolitan,4836.0
402,Armadale,15/405 Dandenong Rd,1,u,280000.0,PI,hockingstuart,10/09/2016,6.3,3143.0,1.0,1.0,1.0,0.0,Stonnington,-37.8619,145.0185,Southern Metropolitan,4836.0
403,Armadale,1/2 Armadale St,1,u,400000.0,PI,hockingstuart,10/12/2016,6.3,3143.0,1.0,1.0,1.0,0.0,Stonnington,-37.8605,145.0185,Southern Metropolitan,4836.0
405,Armadale,4/20 Mercer Rd,2,h,1780000.0,S,Marshall,10/12/2016,6.3,3143.0,2.0,2.0,2.0,0.0,Stonnington,-37.8537,145.0267,Southern Metropolitan,4836.0
407,Armadale,8/58 Sutherland Rd,2,u,592500.0,S,hockingstuart,10/12/2016,6.3,3143.0,2.0,1.0,1.0,0.0,Stonnington,-37.8574,145.0174,Southern Metropolitan,4836.0
409,Armadale,40 New St,2,h,1210000.0,S,Marshall,12/11/2016,6.3,3143.0,2.0,1.0,0.0,249.0,Stonnington,-37.8543,145.016,Southern Metropolitan,4836.0
410,Armadale,35 Northcote Rd,4,h,2801000.0,S,Marshall,12/11/2016,6.3,3143.0,4.0,2.0,2.0,624.0,Stonnington,-37.8536,145.0173,Southern Metropolitan,4836.0
414,Armadale,7/53 Wattletree Rd,1,u,390000.0,S,Jellis,14/05/2016,6.3,3143.0,1.0,1.0,0.0,881.0,Stonnington,-37.8614,145.0222,Southern Metropolitan,4836.0
416,Armadale,791 High St,3,h,1800000.0,PI,RT,15/10/2016,6.3,3143.0,3.0,2.0,2.0,405.0,Stonnington,-37.8545,145.0145,Southern Metropolitan,4836.0
418,Armadale,25 Llaneast St,4,h,2200000.0,PI,Jellis,15/10/2016,6.3,3143.0,4.0,1.0,2.0,495.0,Stonnington,-37.8613,145.0264,Southern Metropolitan,4836.0
420,Armadale,8/569 Orrong Rd,1,u,324000.0,S,Jellis,16/04/2016,6.3,3143.0,1.0,1.0,1.0,0.0,Stonnington,-37.8537,145.0114,Southern Metropolitan,4836.0
426,Armadale,367 Dandenong Rd,6,h,5525000.0,S,Marshall,17/09/2016,6.3,3143.0,5.0,3.0,4.0,1491.0,Stonnington,-37.8602,145.013,Southern Metropolitan,4836.0
428,Armadale,34a Rose St,2,h,1125000.0,S,RT,17/09/2016,6.3,3143.0,3.0,1.0,2.0,169.0,Stonnington,-37.851,145.0161,Southern Metropolitan,4836.0
429,Armadale,42 Rose St,3,h,2250000.0,S,Marshall,17/09/2016,6.3,3143.0,3.0,3.0,1.0,301.0,Stonnington,-37.8511,145.0167,Southern Metropolitan,4836.0
430,Armadale,12 Auburn Gr,3,h,2360000.0,S,hockingstuart,18/03/2017,6.3,3143.0,3.0,2.0,0.0,336.0,Stonnington,-37.8558,145.015,Southern Metropolitan,4836.0
431,Armadale,31 Hume St,2,h,1900000.0,VB,Jellis,18/03/2017,6.3,3143.0,2.0,2.0,0.0,207.0,Stonnington,-37.8571,145.0224,Southern Metropolitan,4836.0
432,Armadale,10/581 Orrong Rd,1,u,440000.0,SP,Jellis,18/03/2017,6.3,3143.0,1.0,1.0,1.0,0.0,Stonnington,-37.8531,145.0115,Southern Metropolitan,4836.0
435,Armadale,7/579 Dandenong Rd,2,u,490000.0,PI,Ray,18/06/2016,6.3,3143.0,2.0,1.0,1.0,0.0,Stonnington,-37.8646,145.0247,Southern Metropolitan,4836.0
437,Armadale,19 Glassford St,3,h,2365000.0,S,Marshall,18/06/2016,6.3,3143.0,3.0,2.0,1.0,316.0,Stonnington,-37.8521,145.019,Southern Metropolitan,4836.0
438,Armadale,14 New St,3,h,1300000.0,VB,Jellis,18/06/2016,6.3,3143.0,2.0,1.0,2.0,212.0,Stonnington,-37.8542,145.0149,Southern Metropolitan,4836.0
440,Armadale,7/501 Orrong Rd,3,u,732000.0,S,Gary,18/06/2016,6.3,3143.0,3.0,2.0,2.0,0.0,Stonnington,-37.8597,145.0104,Southern Metropolitan,4836.0
441,Armadale,6/51 Armadale St,2,u,704000.0,SP,Greg,19/11/2016,6.3,3143.0,2.0,1.0,1.0,0.0,Stonnington,-37.8573,145.0186,Southern Metropolitan,4836.0
444,Armadale,12/41 Kooyong Rd,2,u,620000.0,VB,Marshall,19/11/2016,6.3,3143.0,3.0,1.0,1.0,0.0,Stonnington,-37.8596,145.0198,Southern Metropolitan,4836.0
445,Armadale,63 Denbigh Rd,3,h,1900000.0,S,Marshall,22/05/2016,6.3,3143.0,3.0,1.0,2.0,328.0,Stonnington,-37.8559,145.0158,Southern Metropolitan,4836.0
449,Armadale,13/56 Sutherland Rd,1,u,315000.0,SP,Fletchers,22/08/2016,6.3,3143.0,1.0,1.0,1.0,0.0,Stonnington,-37.8575,145.0174,Southern Metropolitan,4836.0
452,Armadale,7/22 Derby St,1,u,450000.0,PI,hockingstuart,24/09/2016,6.3,3143.0,1.0,1.0,1.0,0.0,Stonnington,-37.8509,145.0203,Southern Metropolitan,4836.0
453,Armadale,10/51 Armadale St,2,u,710000.0,S,Jellis,25/02/2017,6.3,3143.0,2.0,1.0,1.0,2471.0,Stonnington,-37.8573,145.0186,Southern Metropolitan,4836.0
454,Armadale,2/377 Dandenong Rd,2,u,872000.0,S,Jellis,25/02/2017,6.3,3143.0,2.0,1.0,1.0,1194.0,Stonnington,-37.8604,145.0147,Southern Metropolitan,4836.0
455,Armadale,1/14 Denbigh Rd,2,u,598000.0,S,hockingstuart,25/02/2017,6.3,3143.0,2.0,1.0,1.0,0.0,Stonnington,-37.8593,145.0156,Southern Metropolitan,4836.0
457,Armadale,75 Sutherland Rd,3,h,1285000.0,S,Marshall,25/02/2017,6.3,3143.0,3.0,1.0,2.0,186.0,Stonnington,-37.8554,145.0173,Southern Metropolitan,4836.0
458,Armadale,61 Union St,4,h,3660000.0,S,Jellis,25/02/2017,6.3,3143.0,4.0,3.0,2.0,421.0,Stonnington,-37.8593,145.0275,Southern Metropolitan,4836.0
461,Armadale,1/403 Dandenong Rd,2,u,520000.0,S,hockingstuart,27/06/2016,6.3,3143.0,1.0,1.0,1.0,0.0,Stonnington,-37.8618,145.0183,Southern Metropolitan,4836.0
465,Armadale,44 Denbigh Rd,4,h,3625000.0,S,Jellis,27/11/2016,6.3,3143.0,4.0,1.0,2.0,709.0,Stonnington,-37.8574,145.016,Southern Metropolitan,4836.0
466,Armadale,44 Hampden Rd,4,h,4200000.0,VB,Kay,27/11/2016,6.3,3143.0,4.0,3.0,3.0,563.0,Stonnington,-37.8582,145.0138,Southern Metropolitan,4836.0
467,Armadale,3/769 High St,3,t,1101000.0,S,Jellis,27/11/2016,6.3,3143.0,3.0,1.0,2.0,103.0,Stonnington,-37.8542,145.0135,Southern Metropolitan,4836.0
468,Armadale,4 Mercer Rd,3,h,3512500.0,S,Marshall,27/11/2016,6.3,3143.0,3.0,2.0,2.0,617.0,Stonnington,-37.8557,145.0264,Southern Metropolitan,4836.0
471,Armadale,17 Kooyong Rd,4,h,2000000.0,PI,Marshall,28/05/2016,6.3,3143.0,4.0,3.0,4.0,544.0,Stonnington,-37.8611,145.0195,Southern Metropolitan,4836.0
473,Armadale,1/31 Mercer Rd,3,u,869000.0,S,Jellis,28/05/2016,6.3,3143.0,2.0,1.0,1.0,0.0,Stonnington,-37.853,145.0264,Southern Metropolitan,4836.0
478,Armadale,16 Llaneast St,5,h,2810000.0,S,Marshall,28/08/2016,6.3,3143.0,5.0,2.0,2.0,617.0,Stonnington,-37.8611,145.0271,Southern Metropolitan,4836.0
479,Armadale,2/532 Orrong Rd,2,u,565000.0,S,Ray,28/08/2016,6.3,3143.0,3.0,1.0,1.0,0.0,Stonnington,-37.8573,145.0112,Southern Metropolitan,4836.0
480,Armadale,5/555 Orrong Rd,1,u,567000.0,S,hockingstuart,28/08/2016,6.3,3143.0,1.0,1.0,1.0,0.0,Stonnington,-37.8549,145.0113,Southern Metropolitan,4836.0
481,Armadale,3/50 Denbigh Rd,2,u,546000.0,SP,hockingstuart,30/07/2016,6.3,3143.0,2.0,0.0,0.0,0.0,Stonnington,-37.8568,145.0161,Southern Metropolitan,4836.0
483,Armadale,7/844 Malvern Rd,2,u,471500.0,S,Ray,30/07/2016,6.3,3143.0,2.0,1.0,1.0,0.0,Stonnington,-37.8503,145.0185,Southern Metropolitan,4836.0
