,amazon_product_url,author,description,publisher,title,oid,bestsellers_date.numberLong,published_date.numberLong,rank.numberInt,rank_last_week.numberInt,weeks_on_list.numberInt,price.numberDouble
108,http://www.amazon.com/Love-Youre-With-Emily-Giffin/dp/0312348665?tag=NYTBS-20,Emily Giffin,Descr: A woman’s happy marriage is shaken when she encounters an old boyfriend.     ,St. Martin’s,LOVE THE ONE YOU'RE WITH,5b4aa4ead3089013507db237,2008-07-19 00:00:00,1217721600000,13,10,10,24.95
109,http://www.amazon.com/The-Beach-House-A-Novel/dp/0452295386?tag=NYTBS-20,Jane Green,Descr: A woman’s life changes when she rents out rooms in her Nantucket house.     ,Viking,THE BEACH HOUSE,5b4aa4ead3089013507db238,2008-07-19 00:00:00,1217721600000,14,9,5,24.95
110,http://www.amazon.com/Killer-View-Fleming-Ridley-Pearson/dp/0515146498?tag=NYTBS-20,Ridley Pearson,"Descr: A sheriff in Sun Valley, Idaho, investigates a series of crimes against a backdrop of conflict between wealthy vacationers and locals.     ",Putnam,KILLER VIEW,5b4aa4ead3089013507db239,2008-07-19 00:00:00,1217721600000,15,0,1,24.95
111,http://www.amazon.com/Secret-Servant-Gabriel-Allon-Novels/dp/0451224507?tag=NYTBS-20,Daniel Silva,"Descr: Gabriel Allon, an art restorer and an occasional spy for the Israeli secret service, uncovers a Russian arms sales plot.     ",Putnam,THE SECRET SERVANT,5b4aa4ead3089013507db23f,2008-07-26 00:00:00,1218326400000,1,0,1,26.95
112,http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,David Wroblewski,Descr: A mute takes refuge with three dogs in the Wisconsin woods after his father’s murder.     ,Ecco,THE STORY OF EDGAR SAWTELLE,5b4aa4ead3089013507db240,2008-07-26 00:00:00,1218326400000,2,2,7,25.95
113,http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,"Descr: Aliens have taken control of the minds and bodies of most humans, but one woman won’t surrender.     ","Little, Brown",THE HOST,5b4aa4ead3089013507db241,2008-07-26 00:00:00,1218326400000,3,4,12,25.99
114,http://www.amazon.com/Tribute-Nora-Roberts/dp/0515146366?tag=NYTBS-20,Nora Roberts,"Descr: A former child star returns to Virginia to rehabilitate the farm owned by her grandmother, an actress who died mysteriously.     ",Putnam,TRIBUTE,5b4aa4ead3089013507db242,2008-07-26 00:00:00,1218326400000,4,1,3,26.95
117,http://www.amazon.com/Fearless-Fourteen-Janet-Evanovich/dp/0312349513?tag=NYTBS-20,Janet Evanovich,Descr: Stephanie Plum and her boyfriend Joe Morelli become involved when his cousin’s bank robbery goes bad.     ,St. Martin’s,FEARLESS FOURTEEN,5b4aa4ead3089013507db247,2008-07-26 00:00:00,1218326400000,9,7,6,27.95
118,http://www.amazon.com/Chasing-Harry-Winston-A-Novel/dp/0743290119?tag=NYTBS-20,Lauren Weisberger,"Descr: Three glamorous friends, New York women nearing 30, vow to change their lives.     ",Simon & Schuster,CHASING HARRY WINSTON,5b4aa4ead3089013507db248,2008-07-26 00:00:00,1218326400000,10,10,9,25.95
119,http://www.amazon.com/Rules-Deception-Christopher-Reich/dp/0307387828?tag=NYTBS-20,Christopher Reich,Descr: The death of a surgeon’s wife draws him into a world of espionage and terrorism.     ,Doubleday,RULES OF DECEPTION,5b4aa4ead3089013507db249,2008-07-26 00:00:00,1218326400000,11,3,2,27.95
122,http://www.amazon.com/Love-Youre-With-Emily-Giffin/dp/0312348665?tag=NYTBS-20,Emily Giffin,Descr: A woman’s happy marriage is shaken when she encounters an old boyfriend.     ,St. Martin’s,LOVE THE ONE YOU'RE WITH,5b4aa4ead3089013507db24d,2008-07-26 00:00:00,1218326400000,15,13,11,24.95
123,http://www.amazon.com/The-Beach-House-A-Novel/dp/0452295386?tag=NYTBS-20,Jane Green,Descr: A woman rents out rooms in her Nantucket house.     ,Viking,THE BEACH HOUSE,5b4aa4ead3089013507db24e,2008-07-26 00:00:00,1218326400000,16,14,6,24.95
124,http://www.amazon.com/Secret-Servant-Gabriel-Allon-Novels/dp/0451224507?tag=NYTBS-20,Daniel Silva,"Descr: Gabriel Allon, an art restorer and an occasional spy for the Israeli secret service, uncovers a Russian arms sales plot.     ",Putnam,THE SECRET SERVANT,5b4aa4ead3089013507db253,2008-08-02 00:00:00,1218931200000,1,1,2,26.95
126,http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,"Descr: Aliens have taken control of the minds and bodies of most humans, but one woman won’t surrender.     ","Little, Brown",THE HOST,5b4aa4ead3089013507db255,2008-08-02 00:00:00,1218931200000,3,3,13,25.99
127,http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,David Wroblewski,Descr: A mute takes refuge with three dogs in the Wisconsin woods after his father’s murder.     ,Ecco,THE STORY OF EDGAR SAWTELLE,5b4aa4ead3089013507db256,2008-08-02 00:00:00,1218931200000,4,2,8,25.95
128,http://www.amazon.com/Tribute-Nora-Roberts/dp/0515146366?tag=NYTBS-20,Nora Roberts,"Descr: A former child star returns to Virginia to rehabilitate the farm owned by her grandmother, an actress who died mysteriously.     ",Putnam,TRIBUTE,5b4aa4ead3089013507db258,2008-08-02 00:00:00,1218931200000,6,4,4,26.95
129,http://www.amazon.com/The-Lace-Reader-A-Novel/dp/0061624772?tag=NYTBS-20,Brunonia Barry,Descr: Secrets of a family of Salem women who foresee the future.     ,Morrow,THE LACE READER,5b4aa4ead3089013507db259,2008-08-02 00:00:00,1218931200000,7,0,1,24.95
131,http://www.amazon.com/Chasing-Harry-Winston-A-Novel/dp/0743290119?tag=NYTBS-20,Lauren Weisberger,"Descr: Three glamorous friends, New York women nearing 30, vow to change their lives.     ",Simon & Schuster,CHASING HARRY WINSTON,5b4aa4ead3089013507db25c,2008-08-02 00:00:00,1218931200000,10,10,10,25.95
133,http://www.amazon.com/Fearless-Fourteen-Janet-Evanovich/dp/0312349513?tag=NYTBS-20,Janet Evanovich,Descr: Stephanie Plum and her boyfriend Joe Morelli become involved when his cousin’s bank robbery goes bad.     ,St. Martin’s,FEARLESS FOURTEEN,5b4aa4ead3089013507db25e,2008-08-02 00:00:00,1218931200000,No Rank,9,7,27.95
134,http://www.amazon.com/Love-Youre-With-Emily-Giffin/dp/0312348665?tag=NYTBS-20,Emily Giffin,Descr: A woman encounters an old boyfriend.     ,St. Martin’s,LOVE THE ONE YOU'RE WITH,5b4aa4ead3089013507db260,2008-08-02 00:00:00,1218931200000,14,15,12,24.95
136,http://www.amazon.com/Acheron-Dark-Hunter-Book-Sherrilyn-Kenyon/dp/0312949413?tag=NYTBS-20,Sherrilyn Kenyon,Descr: Book 12 of the Dark-Hunter paranormal series.     ,St. Martin’s,ACHERON,5b4aa4ead3089013507db267,2008-08-09 00:00:00,1219536000000,1,0,1,24.95
138,http://www.amazon.com/Secret-Servant-Gabriel-Allon-Novels/dp/0451224507?tag=NYTBS-20,Daniel Silva,"Descr: Gabriel Allon, an art restorer and an occasional spy for the Israeli secret service, uncovers a Russian arms sales plot.     ",Putnam,THE SECRET SERVANT,5b4aa4ead3089013507db26a,2008-08-09 00:00:00,1219536000000,4,1,3,26.95
139,http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,"Descr: Aliens have taken control of the minds and bodies of most humans, but one woman won’t surrender.     ","Little, Brown",THE HOST,5b4aa4ead3089013507db26b,2008-08-09 00:00:00,1219536000000,5,3,14,25.99
140,http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,David Wroblewski,Descr: A mute takes refuge with three dogs in the Wisconsin woods after his father’s murder.     ,Ecco,THE STORY OF EDGAR SAWTELLE,5b4aa4ead3089013507db26c,2008-08-09 00:00:00,1219536000000,6,4,9,25.95
141,http://www.amazon.com/The-Lace-Reader-A-Novel/dp/0061624772?tag=NYTBS-20,Brunonia Barry,Descr: Secrets of a family of Salem women who foresee the future.     ,Morrow,THE LACE READER,5b4aa4ead3089013507db26d,2008-08-09 00:00:00,1219536000000,7,7,2,24.95
142,http://www.amazon.com/Tribute-Nora-Roberts/dp/0515146366?tag=NYTBS-20,Nora Roberts,"Descr: A former child star returns to Virginia to rehabilitate the farm owned by her grandmother, an actress who died mysteriously.     ",Putnam,TRIBUTE,5b4aa4ead3089013507db26e,2008-08-09 00:00:00,1219536000000,8,6,5,26.95
143,http://www.amazon.com/Foreign-Body-Robin-Cook/dp/0425228959?tag=NYTBS-20,Robin Cook,Descr: A medical student investigates a rising number of deaths among medical tourists at foreign hospitals.     ,Putnam,FOREIGN BODY,5b4aa4ead3089013507db26f,2008-08-09 00:00:00,1219536000000,9,0,1,25.95
144,http://www.amazon.com/Chasing-Harry-Winston-A-Novel/dp/0743290119?tag=NYTBS-20,Lauren Weisberger,"Descr: Three glamorous friends, New York women nearing 30, vow to change their lives.     ",Simon & Schuster,CHASING HARRY WINSTON,5b4aa4ead3089013507db271,2008-08-09 00:00:00,1219536000000,11,10,11,25.95
145,http://www.amazon.com/Love-Youre-With-Emily-Giffin/dp/0312348665?tag=NYTBS-20,Emily Giffin,Descr: A woman encounters an old boyfriend.     ,St. Martin’s,LOVE THE ONE YOU'RE WITH,5b4aa4ead3089013507db273,2008-08-09 00:00:00,1219536000000,13,14,13,24.95
146,http://www.amazon.com/The-Gargoyle-Andrew-Davidson/dp/0385524943?tag=NYTBS-20,Andrew Davidson,Descr: A hideously burned man is cared for by a sculptress who claims they were lovers seven centuries ago.     ,Doubleday,THE GARGOYLE,5b4aa4ead3089013507db274,2008-08-09 00:00:00,1219536000000,14,0,1,25.95
148,http://www.amazon.com/Smoke-Screen-Novel-Sandra-Brown/dp/1416563075?tag=NYTBS-20,Sandra Brown,"Descr: Scandalous deaths thwart the investigation of a fatal fire at police headquarters in Charleston, S.C.     ",Simon & Schuster,SMOKE SCREEN,5b4aa4ead3089013507db27b,2008-08-16 00:00:00,1220140800000,1,0,1,26.95
150,http://www.amazon.com/Acheron-Dark-Hunter-Book-Sherrilyn-Kenyon/dp/0312949413?tag=NYTBS-20,Sherrilyn Kenyon,Descr: Book 12 of the Dark-Hunter paranormal series.     ,St. Martin’s,ACHERON,5b4aa4ead3089013507db27d,2008-08-16 00:00:00,1220140800000,3,1,2,24.95
151,http://www.amazon.com/Secret-Servant-Gabriel-Allon-Novels/dp/0451224507?tag=NYTBS-20,Daniel Silva,"Descr: Gabriel Allon, an art restorer and an occasional spy for the Israeli secret service, uncovers a Russian arms sales plot.     ",Putnam,THE SECRET SERVANT,5b4aa4ead3089013507db27f,2008-08-16 00:00:00,1220140800000,5,4,4,26.95
152,http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,"Descr: Aliens have taken control of the minds and bodies of most humans, but one woman won’t surrender.     ","Little, Brown",THE HOST,5b4aa4ead3089013507db280,2008-08-16 00:00:00,1220140800000,6,5,15,25.99
153,http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,David Wroblewski,Descr: A mute takes refuge with three dogs in the Wisconsin woods after his father’s murder.     ,Ecco,THE STORY OF EDGAR SAWTELLE,5b4aa4ead3089013507db281,2008-08-16 00:00:00,1220140800000,7,6,10,25.95
154,http://www.amazon.com/The-Mercedes-Coffin-Decker-Lazarus/dp/0061227374?tag=NYTBS-20,Faye Kellerman,Descr: Decker and Lazarus investigate cases of murder victims found in Mercedes-Benz trunks.     ,Morrow,THE MERCEDES COFFIN,5b4aa4ead3089013507db282,2008-08-16 00:00:00,1220140800000,No Rank,0,1,25.95
156,http://www.amazon.com/The-Lace-Reader-A-Novel/dp/0061624772?tag=NYTBS-20,Brunonia Barry,Descr: Secrets of a family of Salem women who foresee the future.     ,Morrow,THE LACE READER,5b4aa4ead3089013507db284,2008-08-16 00:00:00,1220140800000,10,7,3,24.95
157,http://www.amazon.com/Tribute-Nora-Roberts/dp/0515146366?tag=NYTBS-20,Nora Roberts,"Descr: A former child star returns to Virginia to rehabilitate the farm owned by her grandmother, an actress who died mysteriously.     ",Putnam,TRIBUTE,5b4aa4ead3089013507db285,2008-08-16 00:00:00,1220140800000,11,8,6,26.95
158,http://www.amazon.com/Foreign-Body-Robin-Cook/dp/0425228959?tag=NYTBS-20,Robin Cook,Descr: A medical student investigates a rising number of deaths among medical tourists at foreign hospitals.     ,Putnam,FOREIGN BODY,5b4aa4ead3089013507db287,2008-08-16 00:00:00,1220140800000,No Rank,9,2,25.95
159,http://www.amazon.com/The-Assassin-Novel-Stephen-Coonts/dp/031299446X?tag=NYTBS-20,Stephen Coonts,Descr: A top Qaeda terrorist pursues Western leaders.     ,St. Martin’s,THE ASSASSIN,5b4aa4ead3089013507db288,2008-08-16 00:00:00,1220140800000,14,12,2,26.95
160,http://www.amazon.com/Love-Youre-With-Emily-Giffin/dp/0312348665?tag=NYTBS-20,Emily Giffin,Descr: A woman encounters an old boyfriend.     ,St. Martin’s,LOVE THE ONE YOU'RE WITH,5b4aa4ead3089013507db289,2008-08-16 00:00:00,1220140800000,15,13,14,24.95
161,http://www.amazon.com/The-Gargoyle-Andrew-Davidson/dp/0385524943?tag=NYTBS-20,Andrew Davidson,Descr: A hideously burned man is cared for by a sculptress who claims they were lovers seven centuries ago.     ,Doubleday,THE GARGOYLE,5b4aa4ead3089013507db28a,2008-08-16 00:00:00,1220140800000,16,14,2,25.95
162,http://www.amazon.com/Smoke-Screen-Novel-Sandra-Brown/dp/1416563075?tag=NYTBS-20,Sandra Brown,"Descr: Scandalous deaths thwart the investigation of a fatal fire at police headquarters in Charleston, S.C.     ",Simon & Schuster,SMOKE SCREEN,5b4aa4ead3089013507db290,2008-08-23 00:00:00,1220745600000,2,1,2,26.95
164,http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,"Descr: Aliens have taken control of the minds and bodies of most humans, but one woman won’t surrender.     ","Little, Brown",THE HOST,5b4aa4ead3089013507db293,2008-08-23 00:00:00,1220745600000,5,6,16,25.99
165,http://www.amazon.com/Acheron-Dark-Hunter-Book-Sherrilyn-Kenyon/dp/0312949413?tag=NYTBS-20,Sherrilyn Kenyon,Descr: Book 12 of the Dark-Hunter paranormal series.     ,St. Martin’s,ACHERON,5b4aa4ead3089013507db294,2008-08-23 00:00:00,1220745600000,6,3,3,24.95
166,http://www.amazon.com/Secret-Servant-Gabriel-Allon-Novels/dp/0451224507?tag=NYTBS-20,Daniel Silva,"Descr: Gabriel Allon, an art restorer and an occasional spy for the Israeli secret service, uncovers a Russian arms sales plot.     ",Putnam,THE SECRET SERVANT,5b4aa4ead3089013507db295,2008-08-23 00:00:00,1220745600000,No Rank,5,5,26.95
167,http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,David Wroblewski,Descr: A mute takes refuge with three dogs in the Wisconsin woods after his father’s murder.     ,Ecco,THE STORY OF EDGAR SAWTELLE,5b4aa4ead3089013507db296,2008-08-23 00:00:00,1220745600000,8,7,11,25.95
169,http://www.amazon.com/The-Lace-Reader-A-Novel/dp/0061624772?tag=NYTBS-20,Brunonia Barry,Descr: Secrets of a family of Salem women who foresee the future.     ,Morrow,THE LACE READER,5b4aa4ead3089013507db298,2008-08-23 00:00:00,1220745600000,10,10,4,24.95
170,http://www.amazon.com/The-Mercedes-Coffin-Decker-Lazarus/dp/0061227374?tag=NYTBS-20,Faye Kellerman,Descr: Decker and Lazarus investigate cases of murder victims found in Mercedes-Benz trunks.     ,Morrow,THE MERCEDES COFFIN,5b4aa4ead3089013507db299,2008-08-23 00:00:00,1220745600000,11,8,2,25.95
172,http://www.amazon.com/The-Gargoyle-Andrew-Davidson/dp/0385524943?tag=NYTBS-20,Andrew Davidson,Descr: A hideously burned man is cared for by a sculptress who claims they were lovers seven centuries ago.     ,Doubleday,THE GARGOYLE,5b4aa4ead3089013507db29b,2008-08-23 00:00:00,1220745600000,13,16,3,25.95
173,http://www.amazon.com/Foreign-Body-Robin-Cook/dp/0425228959?tag=NYTBS-20,Robin Cook,Descr: A medical student investigates a rising number of deaths among medical tourists at foreign hospitals.     ,Putnam,FOREIGN BODY,5b4aa4ead3089013507db29c,2008-08-23 00:00:00,1220745600000,14,13,3,25.95
174,http://www.amazon.com/Rough-Justice-Jack-Higgins/dp/0425228630?tag=NYTBS-20,Jack Higgins,Descr: Violence and intrigue await an American agent in Kosovo.     ,Putnam,ROUGH JUSTICE,5b4aa4ead3089013507db29d,2008-08-23 00:00:00,1220745600000,15,0,1,25.95
175,http://www.amazon.com/The-Assassin-Novel-Stephen-Coonts/dp/031299446X?tag=NYTBS-20,Stephen Coonts,Descr: A top Qaeda terrorist pursues Western leaders.     ,St. Martin’s,THE ASSASSIN,5b4aa4ead3089013507db29e,2008-08-23 00:00:00,1220745600000,16,14,3,26.95
176,http://www.amazon.com/Devil-Bones-Temperance-Brennan-Novels/dp/0743294386?tag=NYTBS-20,Kathy Reichs,"Descr: In the 11th Temperance Brennan mystery, the forensic anthropologist must identify two victims of voodoo and devil worship.     ",Scribner,DEVIL BONES,5b4aa4ead3089013507db2a3,2008-08-30 00:00:00,1221350400000,1,0,1,25.95
178,http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,"Descr: Aliens have taken control of the minds and bodies of most humans, but one woman won’t surrender.     ","Little, Brown",THE HOST,5b4aa4ead3089013507db2a7,2008-08-30 00:00:00,1221350400000,5,5,17,25.99
179,http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,David Wroblewski,Descr: A mute takes refuge with three dogs in the Wisconsin woods after his father’s murder.     ,Ecco,THE STORY OF EDGAR SAWTELLE,5b4aa4ead3089013507db2a8,2008-08-30 00:00:00,1221350400000,6,8,12,25.95
181,http://www.amazon.com/Smoke-Screen-Novel-Sandra-Brown/dp/1416563075?tag=NYTBS-20,Sandra Brown,"Descr: Scandalous deaths thwart the investigation of a fatal fire at police headquarters in Charleston, S.C.     ",Simon & Schuster,SMOKE SCREEN,5b4aa4ead3089013507db2aa,2008-08-30 00:00:00,1221350400000,8,2,3,26.95
182,http://www.amazon.com/Secret-Servant-Gabriel-Allon-Novels/dp/0451224507?tag=NYTBS-20,Daniel Silva,"Descr: Gabriel Allon, an art restorer and an occasional spy for the Israeli secret service, uncovers a Russian arms sales plot.     ",Putnam,THE SECRET SERVANT,5b4aa4ead3089013507db2ac,2008-08-30 00:00:00,1221350400000,10,7,6,26.95
183,http://www.amazon.com/Acheron-Dark-Hunter-Book-Sherrilyn-Kenyon/dp/0312949413?tag=NYTBS-20,Sherrilyn Kenyon,Descr: Book 12 of the Dark-Hunter paranormal series.     ,St. Martin’s,ACHERON,5b4aa4ead3089013507db2ad,2008-08-30 00:00:00,1221350400000,11,6,4,24.95
185,http://www.amazon.com/The-Lace-Reader-A-Novel/dp/0061624772?tag=NYTBS-20,Brunonia Barry,Descr: Secrets of a family of Salem women who foresee the future.     ,Morrow,THE LACE READER,5b4aa4ead3089013507db2af,2008-08-30 00:00:00,1221350400000,13,10,5,24.95
186,http://www.amazon.com/Rough-Justice-Jack-Higgins/dp/0425228630?tag=NYTBS-20,Jack Higgins,Descr: Violence and intrigue await an American agent in Kosovo.     ,Putnam,ROUGH JUSTICE,5b4aa4ead3089013507db2b0,2008-08-30 00:00:00,1221350400000,14,15,2,25.95
187,http://www.amazon.com/The-Mercedes-Coffin-Decker-Lazarus/dp/0061227374?tag=NYTBS-20,Faye Kellerman,Descr: Decker and Lazarus investigate cases of murder victims found in Mercedes-Benz trunks.     ,Morrow,THE MERCEDES COFFIN,5b4aa4ead3089013507db2b1,2008-08-30 00:00:00,1221350400000,15,11,3,25.95
188,http://www.amazon.com/Laughter-Dead-Kings-Vicky-Bliss/dp/0061246247?tag=NYTBS-20,Elizabeth Peters,Descr: The art historian and sleuth Vicky Bliss must discover who stole an Egyptian relic.     ,Morrow,THE LAUGHTER OF DEAD KINGS,5b4aa4ead3089013507db2b2,2008-08-30 00:00:00,1221350400000,16,0,1,25.95
189,http://www.amazon.com/Dark-Curse-Carpathian-Christine-Feehan/dp/0515146994?tag=NYTBS-20,Christine Feehan,"Descr: Lara Callandine, an expert in the field of ice-cave study, joins with Nicholas De La Cruz to search for the truth about their pasts; a Carpathian novel.     ",Berkley,DARK CURSE,5b4aa4ead3089013507db2b7,2008-09-06 00:00:00,1221955200000,1,0,1,24.95
190,http://www.amazon.com/The-Book-Lies-Brad-Meltzer/dp/0446616141?tag=NYTBS-20,Brad Meltzer,"Descr: The murder of the father of Superman’s creator, Jerry Siegel, is linked to the biblical story of Cain and Abel.     ",Grand Central,THE BOOK OF LIES,5b4aa4ead3089013507db2b8,2008-09-06 00:00:00,1221955200000,2,0,1,25.99
